path,filename,duration,fps,width,height,resolution,status
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos155_x264.mp4,Normal_Videos155_x264.mp4,7.06,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos599_x264.mp4,Normal_Videos599_x264.mp4,79.25,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos165_x264.mp4,Normal_Videos165_x264.mp4,9.61,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos313_x264.mp4,Normal_Videos313_x264.mp4,43.57,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos814_x264.mp4,Normal_Videos814_x264.mp4,90.49,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos176_x264.mp4,Normal_Videos176_x264.mp4,189.81,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos157_x264.mp4,Normal_Videos157_x264.mp4,6.78,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_869_x264.mp4,Normal_Videos_869_x264.mp4,80.06,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos804_x264.mp4,Normal_Videos804_x264.mp4,90.83,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos638_x264.mp4,Normal_Videos638_x264.mp4,1024.79,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos519_x264.mp4,Normal_Videos519_x264.mp4,58.17,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos623_x264.mp4,Normal_Videos623_x264.mp4,374.24,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos086_x264.mp4,Normal_Videos086_x264.mp4,113.06,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos110_x264.mp4,Normal_Videos110_x264.mp4,104.42,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos489_x264.mp4,Normal_Videos489_x264.mp4,137.2,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_931_x264.mp4,Normal_Videos_931_x264.mp4,58.86,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos552_x264.mp4,Normal_Videos552_x264.mp4,142.77,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos447_x264.mp4,Normal_Videos447_x264.mp4,448.66,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_941_x264.mp4,Normal_Videos_941_x264.mp4,67.34,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos423_x264.mp4,Normal_Videos423_x264.mp4,184.57,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos282_x264.mp4,Normal_Videos282_x264.mp4,137.02,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_597_x264.mp4,Normal_Videos_597_x264.mp4,74.33,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos030_x264.mp4,Normal_Videos030_x264.mp4,147.61,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos173_x264.mp4,Normal_Videos173_x264.mp4,20.06,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos134_x264.mp4,Normal_Videos134_x264.mp4,149.21,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos007_x264.mp4,Normal_Videos007_x264.mp4,32.86,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos614_x264.mp4,Normal_Videos614_x264.mp4,81.97,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos069_x264.mp4,Normal_Videos069_x264.mp4,30.78,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos518_x264.mp4,Normal_Videos518_x264.mp4,72.8,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos557_x264.mp4,Normal_Videos557_x264.mp4,613.37,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos104_x264.mp4,Normal_Videos104_x264.mp4,22.97,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos797_x264.mp4,Normal_Videos797_x264.mp4,93.6,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos491_x264.mp4,Normal_Videos491_x264.mp4,401.4,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos787_x264.mp4,Normal_Videos787_x264.mp4,200.0,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos205_x264.mp4,Normal_Videos205_x264.mp4,261.43,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos004_x264.mp4,Normal_Videos004_x264.mp4,30.58,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_018_x264.mp4,Normal_Videos_018_x264.mp4,39.4,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos581_x264.mp4,Normal_Videos581_x264.mp4,89.57,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos016_x264.mp4,Normal_Videos016_x264.mp4,121.05,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos060_x264.mp4,Normal_Videos060_x264.mp4,102.51,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos277_x264.mp4,Normal_Videos277_x264.mp4,810.7,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos265_x264.mp4,Normal_Videos265_x264.mp4,44.3,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos052_x264.mp4,Normal_Videos052_x264.mp4,10.68,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_641_x264.mp4,Normal_Videos_641_x264.mp4,120.21,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos724_x264.mp4,Normal_Videos724_x264.mp4,45.84,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos661_x264.mp4,Normal_Videos661_x264.mp4,20.02,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos287_x264.mp4,Normal_Videos287_x264.mp4,60.6,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos463_x264.mp4,Normal_Videos463_x264.mp4,345.97,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos408_x264.mp4,Normal_Videos408_x264.mp4,26.56,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos601_x264.mp4,Normal_Videos601_x264.mp4,82.45,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos271_x264.mp4,Normal_Videos271_x264.mp4,61.53,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos392_x264.mp4,Normal_Videos392_x264.mp4,61.47,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos526_x264.mp4,Normal_Videos526_x264.mp4,292.43,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos160_x264.mp4,Normal_Videos160_x264.mp4,120.0,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos859_x264.mp4,Normal_Videos859_x264.mp4,24.24,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos698_x264.mp4,Normal_Videos698_x264.mp4,28.12,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos131_x264.mp4,Normal_Videos131_x264.mp4,63.14,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_203_x264.mp4,Normal_Videos_203_x264.mp4,85.73,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_780_x264.mp4,Normal_Videos_780_x264.mp4,67.41,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos400_x264.mp4,Normal_Videos400_x264.mp4,23.94,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos434_x264.mp4,Normal_Videos434_x264.mp4,62.09,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos795_x264.mp4,Normal_Videos795_x264.mp4,442.83,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos586_x264.mp4,Normal_Videos586_x264.mp4,63.52,25.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos112_x264.mp4,Normal_Videos112_x264.mp4,27.26,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos775_x264.mp4,Normal_Videos775_x264.mp4,68.64,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_866_x264.mp4,Normal_Videos_866_x264.mp4,39.96,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos242_x264.mp4,Normal_Videos242_x264.mp4,59.7,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos380_x264.mp4,Normal_Videos380_x264.mp4,106.97,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos029_x264.mp4,Normal_Videos029_x264.mp4,28.97,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos456_x264.mp4,Normal_Videos456_x264.mp4,131.54,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos802_x264.mp4,Normal_Videos802_x264.mp4,90.63,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos143_x264.mp4,Normal_Videos143_x264.mp4,59.68,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos480_x264.mp4,Normal_Videos480_x264.mp4,74.17,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos620_x264.mp4,Normal_Videos620_x264.mp4,298.93,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos593_x264.mp4,Normal_Videos593_x264.mp4,87.01,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos197_x264.mp4,Normal_Videos197_x264.mp4,82.18,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos348_x264.mp4,Normal_Videos348_x264.mp4,46.87,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos337_x264.mp4,Normal_Videos337_x264.mp4,13.0,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos174_x264.mp4,Normal_Videos174_x264.mp4,30.88,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos227_x264.mp4,Normal_Videos227_x264.mp4,55.24,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos948_x264.mp4,Normal_Videos948_x264.mp4,119.86,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos805_x264.mp4,Normal_Videos805_x264.mp4,90.81,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos600_x264.mp4,Normal_Videos600_x264.mp4,84.2,25.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos280_x264.mp4,Normal_Videos280_x264.mp4,85.05,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos688_x264.mp4,Normal_Videos688_x264.mp4,2616.17,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos815_x264.mp4,Normal_Videos815_x264.mp4,90.49,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos076_x264.mp4,Normal_Videos076_x264.mp4,102.42,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos257_x264.mp4,Normal_Videos257_x264.mp4,46.88,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_452_x264.mp4,Normal_Videos_452_x264.mp4,14.81,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos260_x264.mp4,Normal_Videos260_x264.mp4,91.72,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos708_x264.mp4,Normal_Videos708_x264.mp4,92.21,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos368_x264.mp4,Normal_Videos368_x264.mp4,29.7,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_783_x264.mp4,Normal_Videos_783_x264.mp4,319.69,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos547_x264.mp4,Normal_Videos547_x264.mp4,5617.3,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos682_x264.mp4,Normal_Videos682_x264.mp4,252.17,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos254_x264.mp4,Normal_Videos254_x264.mp4,41.05,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_867_x264.mp4,Normal_Videos_867_x264.mp4,20.81,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos665_x264.mp4,Normal_Videos665_x264.mp4,389.1,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos448_x264.mp4,Normal_Videos448_x264.mp4,579.03,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos428_x264.mp4,Normal_Videos428_x264.mp4,28.58,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos114_x264.mp4,Normal_Videos114_x264.mp4,60.01,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos190_x264.mp4,Normal_Videos190_x264.mp4,120.93,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos633_x264.mp4,Normal_Videos633_x264.mp4,14710.35,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos683_x264.mp4,Normal_Videos683_x264.mp4,781.0,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos591_x264.mp4,Normal_Videos591_x264.mp4,301.0,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos691_x264.mp4,Normal_Videos691_x264.mp4,523.2,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos747_x264.mp4,Normal_Videos747_x264.mp4,60.21,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_908_x264.mp4,Normal_Videos_908_x264.mp4,29.63,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos103_x264.mp4,Normal_Videos103_x264.mp4,24.73,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos455_x264.mp4,Normal_Videos455_x264.mp4,19.0,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos094_x264.mp4,Normal_Videos094_x264.mp4,58.0,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos762_x264.mp4,Normal_Videos762_x264.mp4,745.45,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos541_x264.mp4,Normal_Videos541_x264.mp4,3160.0,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos106_x264.mp4,Normal_Videos106_x264.mp4,64.81,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos510_x264.mp4,Normal_Videos510_x264.mp4,901.07,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos180_x264.mp4,Normal_Videos180_x264.mp4,184.02,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos314_x264.mp4,Normal_Videos314_x264.mp4,37.83,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos406_x264.mp4,Normal_Videos406_x264.mp4,26.15,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos694_x264.mp4,Normal_Videos694_x264.mp4,732.42,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos192_x264.mp4,Normal_Videos192_x264.mp4,134.09,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos746_x264.mp4,Normal_Videos746_x264.mp4,15.77,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos244_x264.mp4,Normal_Videos244_x264.mp4,91.87,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos148_x264.mp4,Normal_Videos148_x264.mp4,21.14,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos193_x264.mp4,Normal_Videos193_x264.mp4,118.85,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos520_x264.mp4,Normal_Videos520_x264.mp4,1694.43,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos_938_x264.mp4,Normal_Videos_938_x264.mp4,160.94,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos458_x264.mp4,Normal_Videos458_x264.mp4,250.02,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos268_x264.mp4,Normal_Videos268_x264.mp4,65.67,30.0,320,240,320x240,OK
../UCF_MERGED/Normal/Normal_Videos_for_Event_Recognition/Normal_Videos437_x264.mp4,Normal_Videos437_x264.mp4,96.41,30.0,320,240,320x240,OK
